LT,TEC
19.27790166,23.08667305
19.31122524,23.22871085
19.34454891,23.2310568
19.37787264,23.45634829
19.41119638,22.97248481
19.44452018,22.84025176
19.47784405,22.51536542
19.51116794,21.97719428
19.54449191,21.87884235
19.57781596,21.34573837
19.61114003,21.25227751
19.64446411,21.20673173
19.67778833,20.75767725
19.71111258,20.19543913
19.74443691,20.07191177
19.77776129,19.37767894
19.81108572,18.87677236
19.84441024,18.63358301
19.87773483,18.12409852
19.91105944,17.73506679
19.94438418,17.86785888
19.97770897,17.67841541
20.0110338,17.41849881
20.04435872,17.13465054
20.07768372,16.57853203
