Date,Month,Year,Time,LT,TEC
1,3,2017,15.18277778,20.47736403,19.52638789
1,3,2017,15.21611111,20.51068998,19.45946056
1,3,2017,15.24944444,20.54401595,19.43690159
1,3,2017,15.28277778,20.57734206,19.55501574
1,3,2017,15.31611111,20.61066825,19.48663802
1,3,2017,15.34944444,20.64399454,19.43150455
1,3,2017,15.38277778,20.67732089,18.82473358
1,3,2017,15.41611111,20.71064734,18.51818645
1,3,2017,15.44944444,20.74397388,18.26641225
1,3,2017,15.48277778,20.77730051,17.81958892
1,3,2017,15.51611111,20.81062722,17.67270703
1,3,2017,15.54944444,20.84395403,17.5827143
1,3,2017,15.58277778,20.87728097,17.69277416
1,3,2017,15.61611111,20.91060795,17.560709
1,3,2017,15.64944444,20.94393504,17.23962526
1,3,2017,15.68277778,20.97726224,17.02000077
1,3,2017,15.71611111,21.01058951,16.99596659
1,3,2017,15.74944444,21.0439169,16.99511799
1,3,2017,15.78277778,21.07724439,16.81481323
1,3,2017,15.81611111,21.11057194,16.71505043
1,3,2017,15.84944444,21.14389964,16.69115398
1,3,2017,15.88277778,21.1772274,16.29148096
1,3,2017,15.91611111,21.21055524,16.12474092
1,3,2017,15.94944444,21.24388322,16.0349204
1,3,2017,15.98277778,21.27721129,15.68356685
1,3,2017,16.01611111,21.31053942,15.31947051
1,3,2017,16.04944444,21.34386768,15.15244861
1,3,2017,16.08277778,21.37719605,15.09484514
1,3,2017,16.11611111,21.4105245,15.00996177
1,3,2017,16.14944444,21.44385307,14.91973246
1,3,2017,16.18277778,21.47718173,14.72908301
1,3,2017,16.21611111,21.51051049,14.80111131
1,3,2017,16.24944444,21.54383933,15.20385617
1,3,2017,16.28277778,21.57716831,15.03560051
1,3,2017,16.31611111,21.61049738,15.13461468
1,3,2017,16.34944444,21.64382654,14.93253553
1,3,2017,16.38277778,21.67715581,14.99696467
1,3,2017,16.41611111,21.71048517,14.86353936
1,3,2017,16.44944444,21.74381464,14.52397825
