TEC,Predicted TEC Values
30.09860866,29.858097
29.97717196,29.670681
29.90684532,29.69373
29.85117368,29.987846
29.85809852,30.070484
29.67068217,30.07259
29.6937293,30.38404
29.98784739,30.737043
30.07048575,30.404333
30.07259169,30.534702
30.38404229,30.45213
30.73704449,30.352959
30.40433425,30.031914
30.53470507,29.78513
30.45213037,29.752823
30.35296002,30.164873
30.03191432,30.123697
29.78513098,30.413958
29.75282569,30.567873
30.16487558,30.718552
30.12369957,30.689297
30.41395814,30.458122
30.56787247,30.61346
30.7185525,30.43677
30.68929906,30.31443
30.45812305,30.419153
30.61346201,30.358189
30.43676999,30.60851
30.314431,31.087893
30.41915435,30.879143
30.35818796,30.765566
30.60851011,30.029219
31.08789435,30.13287
30.87914222,29.834469
30.76556675,29.749685
30.02921921,29.66769
30.132870500000003,29.409683
29.83446954,28.920334
29.749686199999996,28.777325
29.66769061,28.746069
29.40968519,28.623909
28.92033488,28.823658
28.77732587,28.761116
28.74606942,28.443892
28.62391217,28.326872
28.82365902,27.939287
28.76111776,27.64156
28.44389201,27.537458
28.32687096,27.630331
27.93928893,27.482603
27.64156076,27.502628
27.53745865,27.21221
27.630330400000002,27.140383
27.48260398,27.094305
27.50262978,27.416288
27.21221021,27.53982
27.14038388,27.49936
27.09430432,27.559069
27.41628971,27.94778
27.5398212,28.0857
27.49935896,28.416403
27.55906973,28.20084
27.94778247,28.209242
28.08569892,28.41419
28.416403499999998,28.81927
28.20083979,29.516396
28.20924156,29.684326
28.41419026,29.682913
28.81926993,29.823494
29.51639618,29.797138
29.68432885,29.155693
29.68291469,29.307655
29.82349465,29.384876
29.79713965,29.928905
29.15569283,30.204681
29.30765785,30.438437
29.38487694,30.429594
29.92890796,30.061943
30.20468247,30.544361
30.43843723,30.724524
30.42959527,30.689325
30.06194519,29.977047
30.54436249,29.843048
30.72452306,29.36407
30.68932537,29.366426
29.97704993,29.52244
29.84304885,29.108437
29.36407281,28.99483
29.36642971,28.591427
29.52244041,28.192123
29.10843643,27.844809
28.99482919,27.418577
28.59142808,26.710043
28.19212491,26.173561
27.84480902,26.210024
27.41857893,26.302557
26.71004495,26.356161
26.17356304,26.16927
26.210026,25.691578
26.30255939,25.588175
26.3561643,25.307985
26.16927078,25.237139
25.69158072,24.992579
25.58817635,25.191898
25.30798632,24.837173
25.23713826,24.190006
24.992581100000002,23.796999
25.19189824,23.337547
24.83717466,23.08107
24.1900072,23.051105
23.79700009,22.625029
23.33754889,22.311234
23.08107145,22.0438
23.05110503,21.522104
22.62503008,21.044952
22.31123384,20.677694
22.04380229,20.503632
21.52210473,20.403883
21.04495252,20.369415
20.67769402,20.141575
20.50363264,20.136482
20.40388336,19.958975
20.36941571,19.62956
20.14157434,19.425327
20.13648181,19.42042
19.95897502,19.748428
19.62956009,19.785471
19.4253266,19.917583
19.42041858,20.14614
19.74842776,20.23773
19.78547083,19.738178
19.91758382,19.619102
20.14613845,19.526388
20.23772984,19.459461
19.73817815,19.436901
19.61910203,19.555016
19.52638789,19.486637
19.45946056,19.431505
19.43690159,18.824734
19.55501574,18.518187
19.48663802,18.266413
19.43150455,17.81959
18.82473358,17.672707
18.51818645,17.582714
18.26641225,17.692774
17.81958892,17.560709
17.67270703,17.239626
17.582714300000003,17.02
17.69277416,16.995966
17.560709,16.995117
17.23962526,16.814814
17.02000077,16.71505
16.99596659,16.691154
16.99511799,16.291481
16.81481323,16.12474
16.71505043,16.03492
16.69115398,15.683566
16.29148096,15.31947
16.12474092,15.152449
16.0349204,15.094846
15.68356685,15.009962
15.31947051,14.919733
15.15244861,14.729083
15.09484514,14.801112
15.00996177,15.203856
14.91973246,15.035601
14.72908301,15.134614
14.80111131,14.932535
15.20385617,14.996964
15.03560051,14.863539
15.13461468,14.523978
14.93253553,14.400794
14.99696467,14.349409
14.86353936,14.227614
14.52397825,14.228688
14.40079391,14.059677
14.34940909,13.541243
14.22761419,13.227378
14.22868877,12.947648
14.05967694,12.728046
13.54124265,12.472642
13.22737691,12.297093
12.94764713,12.03887
12.7280463,11.825293
12.47264099,11.455841
12.29709376,11.511933
12.03886958,11.625999
11.82529288,11.686122
11.45584094,11.137892
11.51193235,11.174344
11.62600001,11.335559
11.6861218,11.2167425
11.13789155,10.966241
11.17434378,11.214425
11.3355589,10.910847
11.21674179,10.449911
10.96624045,10.276308
11.21442526,10.289563
10.91084682,10.037916
10.44991172,10.3258505
10.27630795,10.361656
10.28956291,10.15539
10.03791599,9.999501
10.32584991,9.828509
10.36165623,9.853907
10.15538928,9.939477
9.999500928,10.107099
9.828509426,9.933741
9.853906897,9.585715
9.939477388,9.582925
10.10709855,9.727898
9.933739917999999,9.875713
9.585714651,9.867103
9.5829246,9.831463
9.727898221,9.803821
9.875713442999999,9.602127
9.867102272999999,9.734148
9.831462682,9.810742
9.803820487000001,9.539132
9.602127616,9.506344
9.734147836,9.776877
9.810742028,9.57606
9.539131289,9.725767
9.506343289,9.576553
9.776877524,9.492416
9.576060507000001,9.542834
9.725766900000002,9.416835
9.576553414,9.417006
9.492416168,9.398446
9.542833918,9.495128
9.416834975,9.350662
9.417005577000001,9.346098
9.398445838999999,9.231349
9.495127513,9.385275
9.350661752,9.714294
9.346097509,9.680116
9.231349132,9.601195
9.385274793999999,9.817501
9.714294445,9.800056
9.680115011,9.451179
9.601195467,9.618687
9.817500624,9.546649
9.800055786,9.699182
9.451178794,9.496319
9.618686581,9.139281
9.546648772000001,9.146807
9.699181242,9.129342
9.496318998,9.295552
9.139280952,9.488274
9.146807315,9.262845
9.129341968,9.236624
9.295551625,9.1757345
9.48827386,9.0891485
9.262844838,9.357302
9.236623768,9.297146
9.175734401,9.142784
9.089148274,9.245774
9.357301853,9.374491
9.297145411,9.492084
9.142784226,9.308197
9.245773837,9.143211
9.374490513,9.277954
9.492083609,9.139907
9.308197172,9.011975
9.143211216000001,8.850583
9.277954231,8.67454
9.139907116,8.787337
9.011975316000001,8.633759
8.850583217,8.408159
8.674539373,8.490629
8.787337183,8.21805
8.633758059,8.16832
8.40815965,8.086488
8.490628737,7.558426
8.218049947999999,7.3573565
8.168319535,7.0533724
8.086487965,7.110228
7.558426259,6.777185
7.35735642,6.5893927
7.05337232,6.6326733
7.1102276479999995,6.7014036
6.777184436000001,6.130133
6.58939267,5.854128
6.632673177000001,5.6200457
6.701403667999999,5.3656673
6.130133108,5.224186
5.85412783,4.822639
5.620045575,4.817763
5.3656674319999995,4.355511
5.224185595,4.1908717
4.8226386219999995,4.0154004
4.81776259,3.9370117
4.355511164,3.709852
4.1908712910000006,3.716599
4.015400014,3.460726
3.937011408,3.3956852
3.7098519530000003,3.4868298
3.716598797,3.0833344
3.4607258589999996,3.001948
3.395685251,2.9885945
3.486829665,2.9832587
3.083334344,2.6514642
3.0019479089999996,2.6544957
2.988594359,2.6251266
2.983258498,2.499347
2.651464278,2.919732
2.6544957869999997,3.1462543
2.625126747,3.1406977
2.499346905,2.9824994
2.9197320280000003,2.7687218
3.1462543419999998,2.6850662
3.140697421,2.2034612
2.982499052,1.8475182
2.7687217060000004,2.1053543
2.685066127,1.9736533
2.203461141,1.9542685
1.847518222,2.3224306
2.105354225,2.4004953
1.973653284,2.6766825
1.954268555,2.6952698
2.322430677,2.5571673
2.400495376,2.430242
2.67668241,2.2490175
2.695269775,2.3106961
2.557167368,2.4027297
2.430242147,2.397841
2.249017459,2.7050376
2.310695987,2.1054788
2.402729966,1.8854059
2.397840918,1.5576937
2.7050375939999998,1.478915
2.105478841,1.6374362
1.8854059580000002,1.5251173
1.557693604,1.5972856
1.4789149190000002,1.4722223
1.637436181,1.5256319
1.525117183,1.4924667
1.5972857409999999,1.5368484
1.47222224,1.3926239
1.525631986,1.4194089
1.492466623,1.3552655
1.536848442,1.5774815
1.392623989,1.4357553
1.419408943,1.5825224
1.355265496,1.6771722
1.5774815519999998,1.4407188
1.435755243,0.98488903
1.5825224409999998,1.3675054
1.677172317,1.2656977
1.440718751,1.4021531
0.98488909,1.3499197
1.367505371,1.1384944
1.26569778,0.85338897
1.402153138,0.94175476
1.349919611,0.9873404
1.138494444,0.84679663
0.85338899,1.002981
0.941754746,0.81305
0.987340469,0.5773573
0.846796683,0.96186167
1.002980968,0.49109685
0.8130499840000001,1.2478949
0.57735727,1.2111638
0.9618617079999999,1.2207927
0.49109687399999996,1.3589116
1.2478949240000001,1.4791784
1.21116381,1.4684788
1.220792657,1.5014517
1.358911641,1.3629447
1.4791783580000002,1.4003775
1.468478779,1.6448016
1.5014516919999998,1.5627259
1.362944641,1.7165893
1.400377491,1.555772
1.644801591,1.4556262
1.562725805,1.2276108
1.716589345,1.0270466
1.55577196,1.2364347
1.455626255,1.1229475
1.2276108559999999,1.2407149
1.027046574,0.8460072
1.236434719,0.958224
1.122947538,0.9455929
1.24071491,1.1235836
0.8460072259999999,1.3742185
0.958224065,1.2011286
0.94559289,1.2115096
1.123583616,1.3473828
1.3742183940000001,1.1169838
1.201128645,1.0706075
1.211509602,1.021531
1.347382703,0.98119605
1.1169838220000001,0.9882167
1.070607525,0.967212
1.021531048,1.4489233
0.981196078,1.5222232
0.988216687,1.7488688
0.9672120209999999,1.9303236
1.448923351,1.8271568
1.522223156,1.8758327
1.74886893,1.8715619
1.930323552,1.3795317
1.8271568230000002,1.5496253
1.8758327240000001,1.0586172
1.871561917,1.1826955
1.379531649,1.2575783
1.549625276,1.1425507
1.0586173079999999,1.416719
1.182695505,1.3240522
1.2575782229999999,1.1857796
1.142550748,0.99302405
1.416718903,1.1461904
1.32405223,1.4052751
1.185779696,1.4046445
0.993024035,1.2403046
1.14619047,1.2947626
1.405275082,1.7596009
1.404644534,1.8544481
1.2403046229999999,1.7594733
1.294762664,1.6973133
1.7596008269999999,1.527881
1.8544481240000001,1.721289
1.759473413,1.819762
1.6973133809999998,2.5520742
1.527880972,2.5776823
1.721289053,2.8790758
1.8197620369999998,3.0615606
2.552074262,3.2683194
2.57768242,3.060493
2.8790758419999998,3.3313398
3.0615604289999996,4.1296954
3.2683190260000003,4.4911976
3.060492853,4.704914
3.3313397869999997,5.113995
4.129695492,5.4026914
4.4911977080000005,5.837784
4.704914044,6.1310687
5.113994993,6.2032433
5.402691605,6.221829
5.837783907,6.0550437
6.131068578,5.9438868
6.20324298,6.3514752
6.22182895,6.882285
6.055043505,7.30736
5.943886896,7.582334
6.351475013,7.8064895
6.882285222,8.01816
7.307359961,8.452088
7.582333987,8.288589
7.806489145,8.475174
8.018160127,8.822615
8.45208873,8.931156
8.288588232,9.060974
8.475174,9.380535
8.82261452,9.432855
8.931155855,9.587286
9.060974134,9.96745
9.380535314,10.223152
9.432854134,9.74347
9.5872856,9.704663
9.967450164,10.217571
10.22315167,10.266951
9.743470279,10.750838
9.70466356,11.254741
10.21757125,11.583619
10.26695058,11.7330885
10.75083848,12.067836
11.25474067,12.074227
11.58361902,12.345686
11.73308815,12.713508
12.06783573,13.102938
12.07422696,13.592778
12.34568568,13.82267
12.71350814,14.434039
13.10293751,14.4590645
13.59277788,15.219617
13.82266928,15.502206
14.4340396,15.986209
14.45906491,16.17519
15.21961639,16.231836
15.50220585,16.581554
15.98620824,17.099142
16.1751902,17.29369
16.23183568,17.64858
16.58155442,17.690434
17.09914107,18.330505
17.29368984,18.642258
17.64858049,18.628359
17.69043225,19.096813
18.33050624,19.72881
18.64225684,19.895584
18.6283578,19.762478
19.09681327,20.1124
19.7288092,20.51625
19.8955838,20.64115
19.76247691,20.947884
20.11239873,21.504515
20.51625083,21.798782
20.64114926,22.211641
20.94788541,22.464357
21.50451547,23.121025
21.79878516,22.697596
22.21164339,23.004023
22.46435679,23.60001
23.12102698,24.501434
22.69759658,24.864258
23.00402347,24.803602
23.60001155,24.840712
24.50143554,25.445177
24.864259,25.405216
24.80360453,25.63748
24.840712699999997,25.915392
25.44517832,26.148142
25.40521697,26.772322
25.63748098,26.965446
25.91539261,27.285715
26.14814303,27.47715
26.77232172,27.937904
26.96544816,28.216135
27.28571456,28.623432
27.47715029,29.180727
27.93790595,29.576513
28.21613726,29.93364
28.62343348,30.117064
29.18072787,30.514551
29.57651372,30.887882
29.933640000000004,31.256582
30.11706413,31.734268
30.51455386,32.34345
30.88788335,32.24773
31.25658196,32.76647
31.73426903,32.990047
32.34344921,33.485893
32.24773361,33.62331
32.76647309,34.072514
32.99004621,34.195316
33.48589552,34.66595
33.62330862,34.674976
34.07251676,34.995075
34.19531744,34.973602
34.66595112,35.16417
34.67497666,35.005108
34.99507561,35.10029
34.97360587,35.176445
35.16417084,35.38077
35.00510593,35.125927
35.10028983,34.948185
35.17644449,35.088367
35.38077126,34.979725
35.12592841,34.436474
34.94818511,34.37314
35.08836974,34.197968
34.97972515,34.233402
34.43647561,34.053997
34.37314203,34.18299
34.19796766,34.286114
34.23340133,34.091164
34.0539994,34.116375
34.18299321,33.86602
34.28611308,33.85642
34.09116405,33.526955
34.11637784,33.67277
33.86602096,33.53358
33.85641683,33.411667
33.52695721,33.525417
33.67277211,33.432995
33.53357988,33.422455
33.41166814,33.148148
33.52541909,32.984524
33.43299497,32.81888
33.42245625,32.917725
33.14815012,32.611313
32.984525399999995,32.562572
32.81887703,32.45352
32.91772589,32.39751
32.61131598,32.050087
32.56257394,32.016415
32.45352287,31.931662
32.39751215,31.712757
32.05008987,31.643085
32.01641386,31.535614
31.93166353,31.385735
31.71275695,31.028027
31.643086800000003,31.446917
31.53561462,31.172812
31.38573555,31.17933
31.02802818,31.135704
31.44691781,31.12299
31.17281271,31.273836
31.17933195,30.944933
31.13570655,31.00149
31.12299122,31.346426
31.27383804,31.154543
30.94493412,31.251781
31.00149196,31.421865
31.34642726,31.202135
31.15454449,31.027529
31.25178069,31.171106
31.42186575,31.081562
31.20213757,31.161423
31.02753151,31.461248
31.17110695,31.253006
31.08156419,31.500845
31.16142488,32.02747
31.46125018,32.049175
31.25300556,32.060173
31.50084433,32.398323
32.02747151,32.390823
32.04917446,32.1505
32.06017288,32.11162
32.39832379,32.339493
32.39082562,32.246105
32.15050136,32.59049
32.11162222,32.97339
32.33949146,33.41973
32.24610901,33.387638
32.59048896,33.654087
32.97339066,33.367287
33.4197315,33.994274
33.3876397,33.999386
33.65409092,34.12008
33.36728964,34.58898
33.99427516,34.550873
33.99938622,34.99301
34.12007962,35.42402
34.58898269,35.855053
34.55087261,35.968876
34.99301174,36.219982
35.42402203,36.581192
35.85505412,36.552643
35.9688777,36.65129
36.21998253,36.741978
36.58119463,36.857018
36.55264477,36.781208
36.651292299999994,36.690136
36.74197868,36.982185
36.85701598,37.36093
36.78120946,37.375015
36.69013529,37.500237
36.98218455,37.775906
37.36093281,38.097782
37.37501339999999,38.37982
37.50023977,38.957867
37.7759066,38.830875
38.09778513,39.101006
38.37982275,39.110107
38.95786662,39.467857
38.83087645,39.819145
39.10100758,40.337975
39.11010971,40.029995
39.46785632,40.174995
39.81914728,40.5553
40.33797578,41.12238
40.02999466,41.142727
40.17499698,41.36865
40.55530517,41.510777
41.12237946,41.55994
41.14272835,41.522743
41.36864912,41.786663
41.51077891,41.507137
41.55994111,41.372807
41.52274475,41.291637
41.7866647,41.57506
41.50713908,41.762035
41.37280809,41.622807
41.29163962,41.84476
41.57506221,41.8066
41.7620365,41.93523
41.62280559,42.039814
41.84475828,42.012897
41.80659733,41.784023
41.93522768,41.83947
42.03981421,41.59615
42.01289539,41.0257
41.78402639,40.773727
41.83946909,40.740543
41.59615001,40.491817
41.02570061,40.012886
40.77372727,39.53456
40.74054547,39.311455
40.49182002,39.291576
40.01288699,38.708027
39.53456292,38.643085
39.31145657,37.999306
39.29157829,37.595695
38.70802784,36.757374
38.64308789,36.918526
37.99930856,36.53668
37.59569701,36.11438
36.75737616,35.628532
36.91852558,35.109634
36.53668032,35.28555
36.11438067,34.90461
35.62853428,34.463688
35.10963523,33.994267
35.2855523,34.078747
34.90461192,33.873127
34.46368779,33.423393
33.99426782,33.071796
34.07874676,32.76167
33.87312777,32.699253
33.42339435,32.590313
33.07179934,32.65676
32.76166836,33.276054
32.69925549,32.85696
32.59031525,32.702507
32.65676249,32.682827
33.27605564,32.613476
32.85696326,32.12344
32.70250843,32.11882
32.68282983,32.075645
32.61347729,31.740452
32.12343799,31.839457
32.11882081,31.761763
32.07564892,32.16764
31.74045174,31.927252
31.83945815,31.660751
31.76176415,31.248117
32.16764027,31.829515
31.92725238,31.56285
31.66075285,31.046692
31.24811735,31.317411
31.82951564,31.028288
31.56285274,30.897854
31.04669492,30.900784
31.31741168,31.097809
31.02829079,30.85594
30.89785687,30.977917
30.90078399,31.079153
31.09781046,30.941566
30.85594037,30.888647
30.97791847,30.388624
31.07915426,30.043835
30.94156641,29.982794
30.88864692,30.160713
30.38862623,30.042953
30.04383508,30.632769
29.982796399999998,30.415077
30.16071426,29.980316
30.04295621,30.102179
30.63277031,29.539072
30.41507815,29.428005
29.98031653,29.060972
30.10217917,29.12042
29.53907305,29.154873
29.42800626,29.486465
29.06097377,29.523
29.12042079,29.42062
29.15487539,29.147692
29.48646591,29.219294
29.52300241,29.27416
29.42062105,29.365847
29.14769268,29.615116
29.21929516,29.700672
29.27416166,29.47981
29.36584883,29.06966
29.61511541,28.81255
29.70067282,28.611628
29.47981208,28.615807
29.06966042,29.051487
28.81255092,29.048635
28.61163017,29.23176
28.61580804,29.028397
29.05148721,28.871782
29.04863547,28.498964
29.23176237,27.86746
29.02839695,27.992874
28.87178226,28.175104
28.49896438,28.237394
27.86746284,27.488737
27.99287457,27.565279
28.17510513,27.627361
28.23739529,27.601992
27.488737100000005,27.741947
27.56528101,27.754343
27.62736236,27.890102
27.60199156,28.187563
27.74194893,27.92286
27.75434522,28.133417
27.89010495,27.63593
28.187563300000004,27.522343
27.92286142,27.561354
28.13341882,27.655426
27.63593124,28.026306
27.52234229,28.261065
27.56135267,28.012028
27.65542776,27.933783
28.02630705,27.99716
28.26106568,27.954418
28.01202894,27.703468
27.93378271,27.389622
27.9971608,27.661049
27.95442101,27.769007
27.70346867,27.674988
27.38962314,27.531971
27.6610505,27.165916
27.76900666,27.450022
27.67498808,27.661547
27.53197212,27.220203
27.16591755,26.587729
27.45002419,26.487751
27.66154706,26.108187
27.22020609,25.891941
26.58772973,26.171432
26.487751300000003,25.872496
26.10818675,25.997122
25.89194287,25.709425
26.17143165,25.236118
25.87249655,24.970564
25.99712252,24.409323
25.70942631,23.903032
25.23611984,23.430887
24.97056464,23.620888
24.40932407,23.764423
23.90303271,23.444136
23.43088858,23.47178
23.62088987,23.086672
23.764423,23.22871
23.44413736,23.231054
23.47178275,23.456347
23.08667305,22.972485
23.22871085,22.84025
23.2310568,22.515364
23.45634829,21.977192
22.97248481,21.87884
22.84025176,21.345736
22.51536542,21.252277
21.97719428,21.206732
21.87884235,20.757677
21.34573837,20.195438
21.25227751,20.07191
21.20673173,19.37768
20.75767725,18.876772
20.19543913,18.633583
20.07191177,18.124098
19.37767894,17.735067
18.87677236,17.867859
18.63358301,17.678415
18.12409852,17.418499
17.73506679,17.134651
17.86785888,16.578531
17.67841541,15.927893
17.41849881,15.942568
17.13465054,15.927723
16.57853203,15.579951
15.92789275,15.453592
15.94256711,15.452803
15.92772256,15.176748
15.57995152,14.688312
15.45359189,14.302269
15.45280196,13.733033
15.17674756,13.698453
14.68831174,13.641771
14.30226827,13.630849
13.73303298,13.363885
13.69845294,13.02976
13.641770999999999,12.651059
13.63084905,12.086219
13.36388541,11.619204
13.029760699999999,11.269917
12.65105897,11.353731
12.08621936,11.291393
11.61920358,11.151751
11.26991603,11.31678
11.35373173,11.151436
11.29139382,11.082988
11.15174994,11.318737
11.316780099999999,11.022132
11.15143533,11.032437
11.08298837,11.10635
11.31873773,11.161835
11.0221319,11.121295
11.03243712,11.233579
11.1063493,10.942714
11.16183431,10.855523
11.12129489,10.803845
11.23357779,10.171602
10.94271366,10.148024
10.85552331,10.095241
10.803845599999999,10.016566
10.17160211,10.1622505
10.14802364,10.10684
10.09524026,10.32752
10.01656626,10.103005
10.16225047,10.293038
10.10684014,10.195349
10.32751973,10.053248
10.1030046,9.648562
10.29303857,9.556564
10.19534898,9.306581
10.05324877,9.574669
9.648562502,9.481614
9.556564453,9.673617
9.306580135,9.586968
9.57466844,9.318372
9.481613834,9.400976
9.673617302,9.14392
9.586968473999999,9.032553
9.31837148,9.170378
9.400975633,9.090689
9.143920115,9.285905
9.032553015,9.239503
9.170377819,9.253621
9.090688318,9.183975
9.285905073,9.559892
9.239502417999999,9.43517
9.253621035,9.564721
9.183975223,9.160598
9.559890943,9.123045
9.435170132,9.065744
