Predicted,Original
16.840494,24.867804
16.269293,24.520733
16.042986,23.887152
15.683025,23.510206
15.540026,23.071205
15.471027,22.83058
15.557622,22.810192
15.359315,22.397804
15.419741,22.09584
15.620765,21.841274
15.286521,21.337833
15.214697,20.87963
15.045036,20.53064
14.77948,20.370033
14.705517,20.279402
14.612547,20.249966
14.741493,20.029593
14.771248,20.027534
14.473049,19.856188
13.98914,19.536922
13.761242,19.341759
13.801507,19.341658
13.754232,19.664806
13.379636,19.699316
13.617644,19.826197
13.519515,20.047104
13.604362,20.133411
13.275452,19.642431
13.053889,19.528591
13.368153,19.44195
13.197673,19.37981
12.577255,19.359747
12.6102295,19.476269
12.138375,19.409018
11.95792,19.355162
11.683563,18.763435
11.665687,18.469841
11.360079,18.230587
11.7301445,17.800585
11.619895,17.663858
11.397652,17.58053
11.235318,17.690907
11.145394,17.562328
10.963985,17.250303
10.904879,17.039118
10.938336,17.019037
10.97176,17.020102
10.734477,16.845165
10.796723,16.749645
10.489507,16.727762
10.522451,16.338984
10.290053,16.18019
10.258581,16.095123
10.500059,15.754587
10.566192,15.403257
10.488191,15.244337
10.511368,15.190801
10.623474,15.109493
10.492914,15.022672
10.698183,14.837565
10.455188,14.909612
10.689796,15.302099
10.707938,15.134751
10.59738,15.232478
10.897728,15.033656
10.593963,15.098302
10.814359,14.967496
10.824825,14.637669
10.847603,14.52037
10.959977,14.471524
11.295362,14.353703
10.613249,14.356101
10.817864,14.191088
10.683244,13.686386
10.606886,13.383978
10.57149,13.1128435
10.599335,12.900738
10.313992,12.652641
10.325864,12.482762
10.5437975,12.230816
10.553632,12.023354
10.553042,11.662192
10.319336,11.71959
10.598054,11.829287
10.457617,11.887347
10.523593,11.349481
10.480122,11.389701
10.681827,11.544874
10.432073,11.427343
10.325253,11.183177
10.224758,11.427917
10.255846,11.126713
10.26017,10.677956
10.180181,10.509576
10.171049,10.521847
9.947213,10.273475
9.953355,10.558455
9.895038,10.5893
9.897435,10.387677
9.824717,10.235887
9.95488,10.067661
9.839297,10.093182
9.805382,10.176041
9.72633,10.340119
9.717379,10.168564
9.784083,9.828392
9.584002,9.82733
9.687304,9.967959
9.6991005,10.11214
9.581297,10.103151
9.797607,10.068829
9.937314,10.0417385
9.791397,9.843342
9.799737,9.974796
9.921135,10.047842
9.63527,9.780844
9.6248665,9.751127
9.371982,10.015859
9.468552,9.815872
9.499613,9.966416
9.4485035,9.816945
9.60424,9.736332
9.5998955,9.78566
9.39247,9.660723
9.369049,9.662211
9.234887,9.643026
9.145973,9.73829
8.687944,9.595053
8.334305,9.59225
8.546384,9.478253
8.066399,9.630724
7.930914,9.952437
7.935518,9.91709
7.8231606,9.841729
7.7983184,10.054886
7.4941144,10.035651
7.9046845,9.694094
8.175101,9.861758
8.010927,9.787479
7.6881447,9.939415
7.6812067,9.738001
7.413047,9.38899
7.2721853,9.397945
6.9965987,9.378397
6.6834517,9.542225
6.614336,9.730186
6.3864126,9.507551
6.311164,9.484561
5.9631267,9.423252
5.9708076,9.338382
6.2095995,9.602783
6.034469,9.540737
6.1688786,9.390921
6.0527754,9.493064
5.9361434,9.61799
5.7636476,9.733445
5.6913958,9.552302
5.5136275,9.392032
5.758188,9.524951
5.969855,9.386951
5.9305205,9.262955
6.031316,9.10388
5.817567,8.930669
5.959306,9.042075
6.0816917,8.888274
5.6953006,8.6674385
5.5953007,8.749141
6.2530613,8.477606
6.0652866,8.430913
5.72823,8.348133
5.417051,7.82633
5.439441,7.6303744
5.356682,7.326625
5.4494104,7.3828263
5.495833,7.0494447
5.9228716,6.865233
6.0272098,6.905593
6.004753,6.970814
6.0532885,6.404149
5.7221026,6.1338916
5.599242,5.897974
5.6537066,5.6437974
5.331946,5.5015373
5.2956815,5.100495
5.4491673,5.0946374
5.4707065,4.631388
5.2522464,4.4681954
4.938288,4.2890334
4.843966,4.208604
4.7040653,3.9805155
4.739189,3.9852653
4.959608,3.7285237
4.9990096,3.663195
5.009009,3.7498198
4.670453,3.3491082
4.806053,3.2685304
5.171164,3.2506077
4.930814,3.2434702
4.4672956,2.914725
4.806082,2.9162817
4.810414,2.883317
4.70133,2.7582536
4.50706,3.1716208
4.126518,3.3941784
3.9980211,3.392837
4.067392,3.2391882
4.1939926,3.0286126
4.167143,2.9447627
4.2509675,2.467828
4.3108115,2.114914
4.312129,2.3616583
4.506708,2.2280955
3.914736,2.2092533
4.022456,2.5690894
3.86823,2.6464424
3.986369,2.9223044
4.0204067,2.9425807
4.011205,2.8099377
3.8848186,2.685583
3.7425663,2.5060725
4.0009713,2.5652676
4.047469,2.6542
3.9069963,2.6498537
4.545908,2.9533575
4.2468286,2.3633866
4.1598268,2.1479502
3.8399265,1.8194753
3.745928,1.7375202
3.9196427,1.8880142
4.258095,1.7763357
3.7650855,1.8466047
3.784721,1.7224959
3.6713977,1.7741555
3.49697,1.7403749
3.2573347,1.7838224
3.1595194,1.6421767
2.9527779,1.6676824
2.7912965,1.603462
2.6590483,1.8208066
2.6560314,1.6824983
2.0606549,1.8275063
2.1035573,1.9201179
2.1186492,1.6903827
2.2438488,1.2438916
2.3267941,1.6125916
2.314892,1.5109981
2.5429094,1.6467363
2.3482094,1.5952678
2.0910227,1.3891643
1.8152688,1.1084397
1.805815,1.1899724
1.4018266,1.2318982
1.419261,1.0949976
1.3954215,1.2459408
1.5579693,1.0602043
2.0481484,0.8298148
1.7276021,1.2002465
1.4893563,0.74250394
1.169758,1.479215
1.3387294,1.4456652
1.8364598,1.4622539
1.8951393,1.5980653
1.6511332,1.7180332
1.6519018,1.7106166
1.0934993,1.7449187
1.0164927,1.6101434
1.1147822,1.6467593
1.4291643,1.88573
1.8162639,1.8073058
1.5165476,1.9603792
1.5995467,1.803205
1.2626772,1.7059029
1.0826839,1.4806706
0.71943736,1.2818042
0.9259858,1.4823323
1.490668,1.3701911
1.216856,1.485616
1.4064498,1.0992835
1.2052199,1.2060806
1.3803512,1.1906221
0.9298192,1.3647746
1.0550258,1.610983
1.1318,1.4451858
1.310685,1.4567662
1.1052887,1.5887899
1.2554406,1.3648186
1.375865,1.3191624
1.6332856,1.2687653
1.4324263,1.228254
1.336476,1.2338885
1.0478057,1.2126265
1.3124532,1.6834183
1.5453764,1.758676
1.2412502,1.9865668
0.68363386,2.1679416
0.9519696,2.0710847
1.0054268,2.1214786
1.2805519,2.1177852
1.424242,1.6362472
1.4927198,1.8003939
1.1073716,1.3159692
1.3915873,1.4345526
1.6098406,1.5032907
1.8284465,1.3913214
1.7648575,1.6586988
1.6691554,1.5684472
1.7369694,1.4348738
1.7760344,1.2445544
1.9821315,1.391289
2.1273856,1.6439483
2.575605,1.6463469
2.1302624,1.4879755
2.3281069,1.5404428
2.7220192,1.995403
3.121216,2.09225
3.2238522,2.0046241
3.113096,1.9450053
2.755688,1.7784737
2.781673,1.9672
2.5989358,2.0635905
2.916153,2.7866485
3.1004608,2.8161526
3.2921283,3.1218712
3.8614216,3.304733
3.8335228,3.5141284
3.8313825,3.3127089
3.8209305,3.5839171
3.8401074,4.3732047
3.8463748,4.734158
4.3798366,4.9546404
4.4503365,5.3648615
4.550631,5.6539254
5.2812543,6.089892
5.342323,6.383318
5.539218,6.4596086
5.5490804,6.4823823
5.50669,6.319673
5.6553874,6.212171
5.634503,6.6160583
5.555399,7.138614
5.8124547,7.5597334
5.979801,7.83407
6.3536267,8.058278
6.1146398,8.269267
6.4636083,8.699055
6.7857585,8.537682
7.117815,8.727386
6.955819,9.06836
6.9129457,9.175079
7.072747,9.3054285
6.8257527,9.620484
7.1258616,9.6710615
7.1672335,9.825399
7.1845865,10.19891
7.59158,10.448721
7.8753295,9.978086
7.9875464,9.945552
8.04027,10.447845
8.501327,10.492481
8.493097,10.970602
8.411204,11.461073
8.859855,11.782094
8.950319,11.92841
8.975,12.256475
9.192643,12.2608385
9.234925,12.528179
9.517111,12.885954
9.319772,13.264953
9.697982,13.74154
9.747756,13.962846
9.95331,14.5585
9.952309,14.577709
10.268995,15.320004
10.630991,15.588442
10.925907,16.058147
11.001572,16.236935
10.757165,16.289291
11.169911,16.628447
11.038194,17.129694
11.404604,17.314226
11.3062105,17.656502
11.47186,17.692234
11.544482,18.314262
11.939433,18.611814
11.627816,18.592436
11.45824,19.046234
12.050694,19.658241
12.344232,19.81297
12.569252,19.675896
12.89035,20.015144
12.825492,20.406706
13.135073,20.523184
13.300107,20.817875
13.307619,21.357292
13.439585,21.637371
13.60901,22.033129
13.820795,22.27209
13.9167795,22.908281
13.969916,22.48307
14.366546,22.778852
14.639166,23.362114
14.8083105,24.24047
14.771916,24.58182
15.020354,24.506262
15.260782,24.534725
15.322745,25.127197
15.362259,25.081942
15.250319,25.30343
15.252244,25.572556
15.259288,25.79621
15.582798,26.40431
15.763749,26.584724
16.176355,26.889824
16.185062,27.070496
16.584108,27.517902
16.663242,27.784124
16.818722,28.17659
16.877457,28.716808
17.27686,29.095549
17.23996,29.435759
17.393824,29.60687
17.466377,29.99193
17.637428,30.352957
18.22783,30.707863
18.534534,31.169569
18.743908,31.759258
18.89475,31.654022
18.960167,32.16005
19.384487,32.37476
19.796568,32.85654
19.926615,32.984055
19.892124,33.4207
19.945995,33.535736
20.283623,33.994278
20.58257,33.998116
20.794619,34.311436
20.82283,34.28864
20.62431,34.47712
21.040384,34.32202
20.995861,34.41967
21.193811,34.49508
21.209627,34.69435
21.260443,34.443367
21.454302,34.27471
21.907093,34.416294
21.909067,34.309296
21.999325,33.77998
22.259886,33.726357
22.442194,33.557186
22.27715,33.59311
22.371723,33.41512
22.502306,33.541565
22.458763,33.63923
22.796654,33.445236
22.617056,33.471233
22.679386,33.22646
23.00868,33.22052
22.704592,32.898636
22.794075,33.045578
22.995008,32.9076
23.32525,32.78838
23.405132,32.90077
23.464657,32.808563
23.335674,32.79809
23.41284,32.529125
23.397123,32.37225
23.464586,32.213093
23.444958,32.31278
23.67667,32.010838
23.865005,31.965263
23.599646,31.859581
23.76306,31.805847
23.872585,31.465105
23.881212,31.43597
23.845646,31.3548
24.34734,31.14057
24.394491,31.074268
24.378317,30.970362
24.750149,30.824375
24.923191,30.474493
24.729996,30.891375
24.976994,30.619509
25.089664,30.625378
25.254097,30.583141
25.352703,30.571518
25.107454,30.720087
25.529118,30.394825
25.640509,30.452732
25.537613,30.793888
25.664005,30.601381
25.646334,30.695673
25.800615,30.862755
25.764723,30.64459
25.50675,30.473799
25.539711,30.618862
25.75159,30.531338
25.67596,30.609808
25.815899,30.903933
26.159473,30.695074
26.399899,30.938349
26.554008,31.454493
26.313677,31.468164
26.603228,31.473936
26.271406,31.805656
26.319803,31.795305
26.274645,31.557741
26.244614,31.523031
26.158247,31.750269
25.741835,31.656847
25.550001,31.994383
25.80995,32.365997
25.798738,32.79649
25.583788,32.7563
25.64671,33.01562
25.590303,32.73294
25.517061,33.351894
25.477747,33.351173
25.827976,33.46729
25.746542,33.92462
25.599699,33.881935
25.560278,34.313763
25.70928,34.729233
25.44588,35.14286
25.326632,35.24762
25.108526,35.492573
25.126013,35.843655
25.263119,35.814335
24.897034,35.915012
24.686176,36.006325
24.88019,36.120625
25.199997,36.048565
25.078064,35.964897
25.162615,36.252205
25.130882,36.614532
24.914341,36.621803
24.994852,36.744617
25.037487,37.011658
24.94446,37.32001
24.701487,37.588562
24.958052,38.142258
24.559256,38.014248
24.7922,38.28499
24.651705,38.295822
24.45631,38.64647
24.317179,38.979652
24.105947,39.47229
23.958698,39.175694
24.350264,39.33409
24.289494,39.69977
24.37241,40.234264
24.212662,40.247
24.18405,40.472748
24.089207,40.611713
23.813871,40.666683
23.44754,40.641983
23.354559,40.901207
23.562185,40.63788
23.379433,40.529396
23.621891,40.460304
23.75633,40.73074
23.886166,40.89649
23.90074,40.762535
23.932415,40.97946
23.846334,40.93841
24.026255,41.065372
24.263498,41.162117
24.635357,41.13811
24.840929,40.92935
24.753906,40.99244
24.940275,40.761948
24.867502,40.2336
25.390408,40.010292
25.267838,39.976173
25.369003,39.72996
25.55702,39.272366
25.484747,38.81909
25.302155,38.604794
25.415707,38.574608
25.427044,38.0006
25.016636,37.939667
25.5592,37.30722
25.611906,36.921127
25.783957,36.10517
26.38354,36.264267
26.248543,35.8738
26.19306,35.45776
26.423752,34.980984
26.474684,34.474247
26.776085,34.64489
27.140566,34.26134
27.166294,33.828373
27.16091,33.370266
27.180424,33.45577
27.619368,33.249367
27.66314,32.80666
27.749151,32.464787
27.802204,32.164375
27.767754,32.106163
28.220392,31.998604
28.621857,32.062622
28.815561,32.66716
28.528296,32.245956
28.808695,32.094593
29.009054,32.079254
29.024164,32.013657
29.22678,31.53347
29.28914,31.534994
29.395025,31.49545
29.634653,31.166452
29.567816,31.266743
29.783129,31.190708
29.882774,31.58933
30.404135,31.347672
29.873665,31.085102
30.205826,30.683765
30.361767,31.26328
30.19174,30.997683
30.38391,30.48842
30.223255,30.76109
30.613085,30.478392
30.470768,30.351585
30.186403,30.35699
30.171984,30.552069
30.26147,30.311558
30.228949,30.431967
30.348354,30.531649
29.755102,30.39456
29.540833,30.342707
29.815107,29.852396
30.214808,29.519451
30.288729,29.467657
30.122671,29.647448
29.566778,29.530197
29.788641,30.109655
29.575027,29.889116
29.562647,29.457823
29.377733,29.583208
29.607565,29.032799
29.559557,28.929272
29.581501,28.573832
29.252768,28.638382
28.618376,28.675142
28.367447,29.00127
28.373747,29.032818
28.454725,28.927715
29.158356,28.6586
29.385817,28.73311
28.672756,28.789745
28.210175,28.879532
28.267752,29.123121
28.049349,29.203556
28.163242,28.982311
28.571383,28.579237
28.699919,28.332571
28.636354,28.142368
28.081339,28.152275
27.928286,28.583939
27.805683,28.576958
28.029293,28.752235
27.837027,28.548618
27.394775,28.394596
27.381016,28.030851
26.841988,27.41521
26.900152,27.549297
27.181011,27.735323
27.238056,27.795376
27.330027,27.054976
27.464445,27.135809
27.006807,27.204163
26.86702,27.180363
26.459024,27.317398
26.444992,27.328213
26.409212,27.460272
26.071232,27.751354
26.125626,27.486288
26.47311,27.692392
26.277351,27.202547
26.645596,27.094028
26.471823,27.138393
26.09068,27.233654
26.150774,27.597982
25.891586,27.824358
25.87951,27.572208
25.879072,27.493546
26.21378,27.558826
25.862013,27.518019
25.40428,27.270924
25.347275,26.96451
25.25019,27.237698
25.35169,27.345798
24.794313,27.250185
24.478912,27.107948
24.342573,26.749533
24.049625,27.034695
24.046503,27.244978
23.707174,26.806608
23.497143,26.184727
23.27497,26.096268
23.111298,25.732414
23.09367,25.52663
22.914307,25.80821
22.851692,25.515596
22.595675,25.638624
22.401346,25.356949
22.232851,24.893925
21.897856,24.639965
21.785173,24.09742
21.55251,23.610195
21.346472,23.158676
21.362846,23.35696
21.377485,23.503653
20.461016,23.188795
20.175737,23.216883
20.04375,22.841824
19.424438,22.98544
19.571795,22.990633
19.512903,23.21191
19.885212,22.735277
19.448254,22.607351
18.9989,22.29405
18.824688,21.772854
18.520609,21.685062
18.013477,21.170698
17.687935,21.087091
17.67621,21.048937
17.63025,20.613375
17.459328,20.068943
17.727745,19.95702
17.84352,19.28621
17.871817,18.806473
17.780779,18.579058
17.202265,18.089767
17.260832,17.718307
17.061583,17.855137
17.135338,17.672874
17.101038,17.422056
17.276978,17.14824
16.872677,16.609941
16.475107,15.982102
16.414429,16.004662
16.062702,15.99308
16.048,15.655869
15.889808,15.535956
16.053682,15.536773
16.328955,15.268294
16.041662,14.794482
16.214323,14.422134
16.213776,13.870317
16.084694,13.842437
15.999494,13.7876215
15.846441,13.778254
15.732104,13.517415
15.939302,13.192964
15.753161,12.824861
15.766747,12.274867
15.730738,11.821713
15.960076,11.482004
16.085123,11.565984
16.002274,11.502624
15.925344,11.366266
15.8103285,11.528388
15.696922,11.363662
15.658016,11.298374
16.011992,11.52901
15.866349,11.235666
16.105694,11.249269
16.156364,11.320042
16.097544,11.373985
15.916682,11.334033
15.847144,11.444616
15.630195,11.158082
15.712522,11.075505
15.927523,11.024103
15.927169,10.403316
16.192131,10.385247
15.997654,10.330154
16.027332,10.253163
15.7491665,10.396372
15.906343,10.339787
15.78641,10.5576105
15.786014,10.334476
15.831059,10.5241995
15.343696,10.425175
15.287914,10.287495
15.303414,9.890008
15.214396,9.802059
15.239855,9.554324
15.035179,9.819781
15.028916,9.72403
14.875533,9.915131
14.850069,9.827244
14.832191,9.5645685
14.669691,9.647355
14.741906,9.391804
14.588302,9.284706
14.362549,9.419552
14.190119,9.339026
13.986285,9.532637
13.96838,9.484542
13.783677,9.499988
13.773555,9.430845
13.771843,9.801627
13.638314,9.675401
13.634747,9.806438
13.382912,9.406701
13.116217,9.373952
12.854144,9.315312
12.651234,9.310816
12.747747,9.278682
12.71376,9.270902
12.307728,8.7403
12.074446,8.794131
11.683445,8.927879
11.562886,8.611213
11.542099,8.625847
11.410301,8.556638
11.266149,8.542623
11.098934,8.4906435
11.214209,8.313476
11.183596,8.384685
11.111302,8.367634
10.955559,8.148131
10.89432,8.018201
10.780266,7.9172726
10.589229,7.970462
10.191337,7.839896
10.234516,7.9877887
9.9589405,7.9362097
10.129844,7.7478156
10.199145,8.000027
9.673753,7.9806333
9.234624,7.9304886
9.275089,8.0028
9.521456,8.04295
9.2937975,7.83077
9.089966,7.99502
8.978084,7.870302
9.095854,7.7229495
8.842212,7.516826
8.764119,7.81278
8.521178,7.4635215
8.332778,7.5782685
8.015593,7.460329
7.883878,7.2194805
7.648961,7.1355705
7.6038465,7.231955
7.552112,7.1988564
7.49444,6.9933105
7.367617,6.9183245
7.1289916,7.2648835
7.1715307,6.9579077
7.3242607,7.2662244
7.1778383,7.240716
7.1857605,7.3874373
7.189952,7.3226595
7.404675,7.1955795
7.215465,7.157242
6.9991827,7.120385
6.8609753,7.21152
6.700354,7.130439
6.3329825,7.1909146
6.211914,7.234405
6.089913,6.947591
5.8340235,7.3538494
5.6222787,7.207344
5.376279,7.475088
5.572809,7.18044
5.348968,7.3645015
5.481459,7.2731524
5.3109894,7.3655324
5.2607455,7.1542406
5.1205606,7.2329555
5.1365876,7.5222807
4.9382668,7.5397124
5.1177206,7.4598117
4.845406,7.4783278
4.973728,7.2969227
5.1110153,7.54065
5.397447,7.2778606
4.959307,7.2124534
4.93259,7.381574
4.8974786,7.6216135
5.1995397,7.584192
5.140013,7.576178
5.0965824,7.76148
5.01082,7.575438
5.1114807,7.716212
4.9341097,7.4620113
4.841916,7.4630075
4.7534204,7.2279963
4.942761,7.399837
4.81568,7.419911
4.748197,7.407997
5.033865,7.429667
5.1570287,7.641839
5.464385,7.1631536
5.452062,7.3586392
4.9195404,7.2090487
4.8965545,7.1118727
5.159101,6.8355794
5.3659678,6.8857403
5.2375145,6.626077
5.0586133,6.1514573
5.238043,6.1697836
4.922075,5.9045463
4.580561,5.6564803
4.2758045,5.5676103
4.0224276,5.426286
4.212176,5.3271365
4.590566,5.253126
4.5427823,5.0073276
4.773623,5.207424
4.709399,4.969813
4.753714,4.814635
4.4092307,4.724668
4.48434,4.4300084
4.2768526,4.549069
4.624729,4.267059
4.405977,4.3153386
4.177643,4.33049
4.246216,4.332217
4.3180733,4.33282
4.431582,4.2142143
4.306132,4.0557103
4.357683,3.8341718
